{'stabilizer.yaw': 130.2550048828125, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': 4.456968307495117, 'stabilizer.roll': -64.05655670166016}
{'stabilizer.yaw': 37.7275505065918, 'stabilizer.roll': -61.917137145996094, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5436787009239197}
{'stabilizer.yaw': 37.72138214111328, 'stabilizer.roll': -61.91453170776367, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5434052348136902}
{'stabilizer.yaw': 37.7152099609375, 'stabilizer.roll': -61.915889739990234, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5445300340652466}
{'stabilizer.yaw': 37.70771789550781, 'stabilizer.roll': -61.91505432128906, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5437495112419128}
{'stabilizer.yaw': 37.70022964477539, 'stabilizer.roll': -61.91209030151367, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5428436994552612}
{'stabilizer.yaw': 37.692359924316406, 'stabilizer.roll': -61.9149055480957, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5397710800170898}
{'stabilizer.yaw': 37.686004638671875, 'stabilizer.roll': -61.91444396972656, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5349417328834534}
{'stabilizer.yaw': 37.67795944213867, 'stabilizer.roll': -61.914283752441406, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5340940952301025}
{'stabilizer.yaw': 37.6702766418457, 'stabilizer.roll': -61.91754150390625, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5328307151794434}
{'stabilizer.yaw': 37.66596603393555, 'stabilizer.roll': -61.916534423828125, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5333936214447021}
{'stabilizer.yaw': 37.660667419433594, 'stabilizer.roll': -61.9146728515625, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5300218462944031}
{'stabilizer.yaw': 37.65122985839844, 'stabilizer.roll': -61.91584014892578, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5285881757736206}
{'stabilizer.yaw': 37.642948150634766, 'stabilizer.roll': -61.917755126953125, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.52293461561203}
{'stabilizer.yaw': 37.634666442871094, 'stabilizer.roll': -61.91796112060547, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5209922194480896}
{'stabilizer.yaw': 37.629661560058594, 'stabilizer.roll': -61.91914367675781, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5192402601242065}
{'stabilizer.yaw': 37.62397766113281, 'stabilizer.roll': -61.91848373413086, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5219445824623108}
{'stabilizer.yaw': 37.619102478027344, 'stabilizer.roll': -61.918663024902344, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5256754755973816}
{'stabilizer.yaw': 37.60976791381836, 'stabilizer.roll': -61.9210205078125, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5255557298660278}
{'stabilizer.yaw': 37.60253143310547, 'stabilizer.roll': -61.92232131958008, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5253596305847168}
{'stabilizer.yaw': 37.5987548828125, 'stabilizer.roll': -61.92173385620117, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5271607637405396}
{'stabilizer.yaw': 37.590274810791016, 'stabilizer.roll': -61.92113494873047, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5301604866981506}
{'stabilizer.yaw': 37.583683013916016, 'stabilizer.roll': -61.92103958129883, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5372392535209656}
{'stabilizer.yaw': 37.57926940917969, 'stabilizer.roll': -61.91987609863281, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5346542000770569}
{'stabilizer.yaw': 37.5741081237793, 'stabilizer.roll': -61.91826629638672, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5351911187171936}
{'stabilizer.yaw': 37.56288146972656, 'stabilizer.roll': -61.91747283935547, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.531198263168335}
{'stabilizer.yaw': 37.5606575012207, 'stabilizer.roll': -61.91999435424805, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5337062478065491}
{'stabilizer.yaw': 37.557106018066406, 'stabilizer.roll': -61.92354965209961, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5371414422988892}
{'stabilizer.yaw': 37.55282974243164, 'stabilizer.roll': -61.92475891113281, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5405387878417969}
{'stabilizer.yaw': 37.544403076171875, 'stabilizer.roll': -61.921630859375, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5411080718040466}
{'stabilizer.yaw': 37.5351676940918, 'stabilizer.roll': -61.92438888549805, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5405696630477905}
{'stabilizer.yaw': 37.52821731567383, 'stabilizer.roll': -61.92708969116211, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5411616563796997}
{'stabilizer.yaw': 37.52123260498047, 'stabilizer.roll': -61.928470611572266, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.540982723236084}
{'stabilizer.yaw': 37.52091598510742, 'stabilizer.roll': -61.92551040649414, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5418900847434998}
{'stabilizer.yaw': 37.5157585144043, 'stabilizer.roll': -61.9249382019043, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5437568426132202}
{'stabilizer.yaw': 37.50959777832031, 'stabilizer.roll': -61.927276611328125, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5426895022392273}
{'stabilizer.yaw': 37.49953842163086, 'stabilizer.roll': -61.9288330078125, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5423981547355652}
{'stabilizer.yaw': 37.491004943847656, 'stabilizer.roll': -61.92922592163086, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5438477396965027}
{'stabilizer.yaw': 37.48611831665039, 'stabilizer.roll': -61.927978515625, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5464076995849609}
{'stabilizer.yaw': 37.48490905761719, 'stabilizer.roll': -61.931278228759766, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5475413203239441}
{'stabilizer.yaw': 37.47606658935547, 'stabilizer.roll': -61.932777404785156, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5439283847808838}
{'stabilizer.yaw': 37.46856689453125, 'stabilizer.roll': -61.935367584228516, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5425105094909668}
{'stabilizer.yaw': 37.459999084472656, 'stabilizer.roll': -61.93739700317383, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5385746359825134}
{'stabilizer.yaw': 37.45888137817383, 'stabilizer.roll': -61.93849563598633, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5427847504615784}
{'stabilizer.yaw': 37.455135345458984, 'stabilizer.roll': -61.93612289428711, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5400193333625793}
{'stabilizer.yaw': 37.450382232666016, 'stabilizer.roll': -61.933963775634766, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5400004386901855}
{'stabilizer.yaw': 37.437530517578125, 'stabilizer.roll': -61.935482025146484, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5369753241539001}
{'stabilizer.yaw': 37.43115234375, 'stabilizer.roll': -61.93647384643555, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.534692108631134}
{'stabilizer.yaw': 37.42801284790039, 'stabilizer.roll': -61.93531799316406, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5349222421646118}
{'stabilizer.yaw': 37.42642593383789, 'stabilizer.roll': -61.935150146484375, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5383599996566772}
{'stabilizer.yaw': 37.42031478881836, 'stabilizer.roll': -61.93732833862305, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5403018593788147}
{'stabilizer.yaw': 37.411739349365234, 'stabilizer.roll': -61.94020462036133, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5387380123138428}
{'stabilizer.yaw': 37.404022216796875, 'stabilizer.roll': -61.945499420166016, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.536463737487793}
{'stabilizer.yaw': 37.394798278808594, 'stabilizer.roll': -61.941715240478516, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5356410145759583}
{'stabilizer.yaw': 37.39216232299805, 'stabilizer.roll': -61.94062042236328, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5370151996612549}
{'stabilizer.yaw': 37.38751983642578, 'stabilizer.roll': -61.941890716552734, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5403581857681274}
{'stabilizer.yaw': 37.380882263183594, 'stabilizer.roll': -61.941856384277344, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5439150333404541}
{'stabilizer.yaw': 37.374717712402344, 'stabilizer.roll': -61.94131851196289, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5431374907493591}
{'stabilizer.yaw': 37.36648178100586, 'stabilizer.roll': -61.938865661621094, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5409377217292786}
{'stabilizer.yaw': 37.36101531982422, 'stabilizer.roll': -61.93561935424805, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5400913953781128}
{'stabilizer.yaw': 37.35471725463867, 'stabilizer.roll': -61.93501281738281, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5408409237861633}
{'stabilizer.yaw': 37.351593017578125, 'stabilizer.roll': -61.937599182128906, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5431919693946838}
{'stabilizer.yaw': 37.34404373168945, 'stabilizer.roll': -61.93783950805664, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5437387228012085}
{'stabilizer.yaw': 37.338714599609375, 'stabilizer.roll': -61.9383430480957, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5463410019874573}
{'stabilizer.yaw': 37.331871032714844, 'stabilizer.roll': -61.94076156616211, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5444394946098328}
{'stabilizer.yaw': 37.32475662231445, 'stabilizer.roll': -61.941017150878906, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5439605712890625}
{'stabilizer.yaw': 37.32084274291992, 'stabilizer.roll': -61.94244384765625, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5466112494468689}
{'stabilizer.yaw': 37.31308364868164, 'stabilizer.roll': -61.93939208984375, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5472367405891418}
{'stabilizer.yaw': 37.307525634765625, 'stabilizer.roll': -61.937923431396484, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5471835732460022}
{'stabilizer.yaw': 37.303924560546875, 'stabilizer.roll': -61.936100006103516, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5469377636909485}
{'stabilizer.yaw': 37.296104431152344, 'stabilizer.roll': -61.93369674682617, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5482938289642334}
{'stabilizer.yaw': 37.29034423828125, 'stabilizer.roll': -61.93942642211914, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5492153763771057}
{'stabilizer.yaw': 37.2840461730957, 'stabilizer.roll': -61.94071578979492, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5464279651641846}
{'stabilizer.yaw': 37.278079986572266, 'stabilizer.roll': -61.939369201660156, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5458530783653259}
{'stabilizer.yaw': 37.27244567871094, 'stabilizer.roll': -61.93851852416992, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5454353094100952}
{'stabilizer.yaw': 37.268672943115234, 'stabilizer.roll': -61.93663787841797, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5465455651283264}
{'stabilizer.yaw': 37.25823211669922, 'stabilizer.roll': -61.9351806640625, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5435288548469543}
{'stabilizer.yaw': 37.25253677368164, 'stabilizer.roll': -61.936424255371094, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5396198630332947}
{'stabilizer.yaw': 37.24571228027344, 'stabilizer.roll': -61.936058044433594, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5404133796691895}
{'stabilizer.yaw': 37.242122650146484, 'stabilizer.roll': -61.935569763183594, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5398380160331726}
{'stabilizer.yaw': 37.238006591796875, 'stabilizer.roll': -61.93418502807617, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5380808711051941}
{'stabilizer.yaw': 37.23269271850586, 'stabilizer.roll': -61.93220520019531, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5365893840789795}
{'stabilizer.yaw': 37.22458267211914, 'stabilizer.roll': -61.93347930908203, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5373573303222656}
{'stabilizer.yaw': 37.212642669677734, 'stabilizer.roll': -61.934078216552734, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5346842408180237}
{'stabilizer.yaw': 37.21162796020508, 'stabilizer.roll': -61.93189239501953, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5383740067481995}
{'stabilizer.yaw': 37.20606231689453, 'stabilizer.roll': -61.93341064453125, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5402323603630066}
{'stabilizer.yaw': 37.200077056884766, 'stabilizer.roll': -61.93175506591797, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5413021445274353}
{'stabilizer.yaw': 37.195072174072266, 'stabilizer.roll': -61.93110656738281, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5422655344009399}
{'stabilizer.yaw': 37.1893424987793, 'stabilizer.roll': -61.92911911010742, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5416695475578308}
{'stabilizer.yaw': 37.18134689331055, 'stabilizer.roll': -61.92717742919922, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5442987680435181}
{'stabilizer.yaw': 37.176876068115234, 'stabilizer.roll': -61.925323486328125, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5461850166320801}
{'stabilizer.yaw': 37.172183990478516, 'stabilizer.roll': -61.92702865600586, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5452226996421814}
{'stabilizer.yaw': 37.16691207885742, 'stabilizer.roll': -61.92586135864258, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5450215339660645}
{'stabilizer.yaw': 37.16215515136719, 'stabilizer.roll': -61.927330017089844, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5493481159210205}
{'stabilizer.yaw': 37.151302337646484, 'stabilizer.roll': -61.927703857421875, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5491776466369629}
{'stabilizer.yaw': 37.14564514160156, 'stabilizer.roll': -61.92927551269531, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5502378940582275}
{'stabilizer.yaw': 37.1379280090332, 'stabilizer.roll': -61.929752349853516, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5476790070533752}
{'stabilizer.yaw': 37.13123321533203, 'stabilizer.roll': -61.92795944213867, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5480079054832458}
{'stabilizer.yaw': 37.12700653076172, 'stabilizer.roll': -61.92531204223633, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5497211813926697}
{'stabilizer.yaw': 37.123313903808594, 'stabilizer.roll': -61.92192840576172, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5505879521369934}
{'stabilizer.yaw': 37.11398696899414, 'stabilizer.roll': -61.923526763916016, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5494939684867859}
{'stabilizer.yaw': 37.10543441772461, 'stabilizer.roll': -61.92422103881836, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5474867820739746}
{'stabilizer.yaw': 37.101165771484375, 'stabilizer.roll': -61.91964340209961, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.550581157207489}
{'stabilizer.yaw': 37.09409713745117, 'stabilizer.roll': -61.92100143432617, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.551190972328186}
{'stabilizer.yaw': 37.09095764160156, 'stabilizer.roll': -61.92218017578125, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5549769997596741}
{'stabilizer.yaw': 37.08503723144531, 'stabilizer.roll': -61.925758361816406, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5551920533180237}
{'stabilizer.yaw': 37.07975769042969, 'stabilizer.roll': -61.927581787109375, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.556125819683075}
{'stabilizer.yaw': 37.070213317871094, 'stabilizer.roll': -61.93059158325195, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5521427392959595}
{'stabilizer.yaw': 37.06255340576172, 'stabilizer.roll': -61.93088912963867, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5520232915878296}
{'stabilizer.yaw': 37.05837631225586, 'stabilizer.roll': -61.932491302490234, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5537959933280945}
{'stabilizer.yaw': 37.05360412597656, 'stabilizer.roll': -61.933311462402344, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5509467720985413}
{'stabilizer.yaw': 37.04656219482422, 'stabilizer.roll': -61.934288024902344, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5515512824058533}
{'stabilizer.yaw': 37.03596878051758, 'stabilizer.roll': -61.93536376953125, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5486745238304138}
{'stabilizer.yaw': 37.0272331237793, 'stabilizer.roll': -61.93592834472656, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5507622957229614}
{'stabilizer.yaw': 37.017295837402344, 'stabilizer.roll': -61.93653869628906, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5495217442512512}
{'stabilizer.yaw': 37.01439666748047, 'stabilizer.roll': -61.93674087524414, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5513034462928772}
{'stabilizer.yaw': 37.009769439697266, 'stabilizer.roll': -61.931854248046875, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5520481467247009}
{'stabilizer.yaw': 37.00126647949219, 'stabilizer.roll': -61.93135070800781, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5493411421775818}
{'stabilizer.yaw': 36.99113464355469, 'stabilizer.roll': -61.93467712402344, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5492762923240662}
{'stabilizer.yaw': 36.9826774597168, 'stabilizer.roll': -61.93762969970703, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5508790016174316}
{'stabilizer.yaw': 36.9769401550293, 'stabilizer.roll': -61.93565368652344, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5495617389678955}
{'stabilizer.yaw': 36.9715576171875, 'stabilizer.roll': -61.93477249145508, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5529094338417053}
{'stabilizer.yaw': 36.96643829345703, 'stabilizer.roll': -61.93753433227539, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5559213161468506}
{'stabilizer.yaw': 36.95600509643555, 'stabilizer.roll': -61.937931060791016, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5519587397575378}
{'stabilizer.yaw': 36.94577407836914, 'stabilizer.roll': -61.937129974365234, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5507048964500427}
{'stabilizer.yaw': 36.93846130371094, 'stabilizer.roll': -61.937294006347656, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5502169132232666}
{'stabilizer.yaw': 36.93317794799805, 'stabilizer.roll': -61.93524169921875, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5493762493133545}
{'stabilizer.yaw': 36.93180847167969, 'stabilizer.roll': -61.93421936035156, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5504631996154785}
{'stabilizer.yaw': 36.92729949951172, 'stabilizer.roll': -61.93386459350586, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5544688701629639}
{'stabilizer.yaw': 36.92069625854492, 'stabilizer.roll': -61.93400573730469, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5542342066764832}
{'stabilizer.yaw': 36.9119987487793, 'stabilizer.roll': -61.9351921081543, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5520613789558411}
{'stabilizer.yaw': 36.90272903442383, 'stabilizer.roll': -61.9370231628418, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5534917116165161}
{'stabilizer.yaw': 36.89706802368164, 'stabilizer.roll': -61.93625259399414, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.556464433670044}
{'stabilizer.yaw': 36.893333435058594, 'stabilizer.roll': -61.93539047241211, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5587908029556274}
{'stabilizer.yaw': 36.888702392578125, 'stabilizer.roll': -61.937747955322266, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5574610829353333}
{'stabilizer.yaw': 36.87770080566406, 'stabilizer.roll': -61.9405403137207, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5549306869506836}
{'stabilizer.yaw': 36.87065124511719, 'stabilizer.roll': -61.94084548950195, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5528405904769897}
{'stabilizer.yaw': 36.864501953125, 'stabilizer.roll': -61.9408073425293, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.554836094379425}
{'stabilizer.yaw': 36.86397933959961, 'stabilizer.roll': -61.939109802246094, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5586528182029724}
{'stabilizer.yaw': 36.85934066772461, 'stabilizer.roll': -61.93901062011719, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5611639618873596}
{'stabilizer.yaw': 36.85236358642578, 'stabilizer.roll': -61.936031341552734, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5597811341285706}
{'stabilizer.yaw': 36.84221649169922, 'stabilizer.roll': -61.939208984375, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5588935017585754}
{'stabilizer.yaw': 36.835601806640625, 'stabilizer.roll': -61.937965393066406, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.556735634803772}
{'stabilizer.yaw': 36.827392578125, 'stabilizer.roll': -61.940277099609375, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5571600794792175}
{'stabilizer.pitch': -0.5226330757141113, 'stabilizer.roll': -61.8326416015625, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 33.9749641418457}
{'stabilizer.pitch': -0.5190210938453674, 'stabilizer.roll': -61.83506393432617, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 33.96748352050781}
{'stabilizer.pitch': -0.5252085328102112, 'stabilizer.roll': -61.832069396972656, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 33.97126388549805}
{'stabilizer.pitch': -0.5262919664382935, 'stabilizer.roll': -61.83710861206055, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 33.965362548828125}
{'stabilizer.pitch': -0.5214492082595825, 'stabilizer.roll': -61.833824157714844, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 33.95619201660156}
{'stabilizer.pitch': -0.5168011784553528, 'stabilizer.roll': -61.830482482910156, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 33.95783233642578}
{'stabilizer.pitch': -0.5157186985015869, 'stabilizer.roll': -61.83171463012695, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 33.954933166503906}
{'stabilizer.pitch': -0.5163220763206482, 'stabilizer.roll': -61.833412170410156, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 33.95624923706055}
{'stabilizer.pitch': -0.517234206199646, 'stabilizer.roll': -61.83172607421875, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 33.953365325927734}
{'stabilizer.pitch': -0.5194418430328369, 'stabilizer.roll': -61.83365249633789, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 33.954105377197266}
{'stabilizer.pitch': -0.5202162861824036, 'stabilizer.roll': -61.836570739746094, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 33.94790267944336}
{'stabilizer.pitch': -0.524287223815918, 'stabilizer.roll': -61.839027404785156, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 33.94635772705078}
{'stabilizer.pitch': -0.5215439200401306, 'stabilizer.roll': -61.840354919433594, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 33.93909454345703}
{'stabilizer.pitch': -0.5213688015937805, 'stabilizer.roll': -61.83808135986328, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 33.934364318847656}
{'stabilizer.pitch': -0.5234749913215637, 'stabilizer.roll': -61.84439468383789, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 33.93333053588867}
{'stabilizer.pitch': -0.5257548689842224, 'stabilizer.roll': -61.844051361083984, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 33.9336051940918}
{'stabilizer.pitch': -0.5175163745880127, 'stabilizer.roll': -61.84371566772461, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 33.92467498779297}
{'stabilizer.pitch': -0.5225154757499695, 'stabilizer.roll': -61.84016418457031, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 33.9300537109375}
{'stabilizer.pitch': -0.5197603106498718, 'stabilizer.roll': -61.84668731689453, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 33.926109313964844}
{'stabilizer.pitch': -0.5212998390197754, 'stabilizer.roll': -61.84421157836914, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 33.920135498046875}
{'stabilizer.pitch': -0.518969714641571, 'stabilizer.roll': -61.84199142456055, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 33.917236328125}
{'stabilizer.pitch': -0.5203084945678711, 'stabilizer.roll': -61.84510040283203, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 33.91550827026367}
{'stabilizer.pitch': -0.5217785835266113, 'stabilizer.roll': -61.84792709350586, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 33.90895080566406}
{'stabilizer.pitch': -0.5221900939941406, 'stabilizer.roll': -61.847232818603516, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 33.90834045410156}
{'stabilizer.pitch': -0.5226978659629822, 'stabilizer.roll': -61.8467903137207, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 33.9097785949707}
{'stabilizer.pitch': -0.5217690467834473, 'stabilizer.roll': -61.85068130493164, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 33.908355712890625}
{'stabilizer.pitch': -0.5213335156440735, 'stabilizer.roll': -61.84889602661133, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 33.9050407409668}
{'stabilizer.pitch': -0.5230950117111206, 'stabilizer.roll': -61.84864044189453, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 33.90193176269531}
{'stabilizer.pitch': -0.5241211652755737, 'stabilizer.roll': -61.84834289550781, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 33.89674377441406}
